from,number_of_transactions,standard_deviation,period,number_of_blocks,value
0xd05772C5EEe6F0Ee8c6C8d212D9CE8b5E704700D,2286,0.21794494717703372,1.05,20,2.286e+13
0xd081C769cDDE3a6BC22cE0DBe9E94832D614c31A,171,1.286204100310025,1.5555555555555556,27,1.01e+20
0xd2Ba43d14753586a059f76157Aab5e59fFB72F78,100,2.767383986262807,3.6973684210526314,76,0
0xd32416D9AE468D4e584D259416eA3DeFec04C306,184,0.5384519993050035,1.2916666666666667,24,1.01e+20
0xd3E99ca1C8d4735af6270Fd399AB7d2223Ff57b6,118,1.6900620908378277,2.204081632653061,49,4.8449499999999996e+20
0xd3a73DaC4f9A5ed0E3b9921642f6Ced0477b9758,247,1.083267920578793,1.5714285714285714,28,1.01e+20
0xd4ccbaDD5D6A8AdF51cCE61049f230882ce58c10,61,2.4857779556873654,3.326530612244898,49,4.870222657185377e+19
0xd59C98f8fF5E1222d24b2e556531A297a9735F0C,116,0.7221786137191952,1.380952380952381,21,1.01e+20
0xd59CDAB00cB9411c74Cc0C6A17bA7FbB9712b2A3,205,1.2718995761678495,1.5263157894736843,19,1.51e+20
0xd647a1FB10508D0Ce4B5D6ed1DD13502D7a6CFE3,231,0.28747978728803447,1.0909090909090908,22,5.1e+19
0xd67CE0360F1E47Ee6C0b5470B4a949A10574B59b,24,2.0609463845524947,2.55,20,4.82636e+18
0xd6cf0556745E4813f14D9FE86c63ED7566B0366d,276,1.4696938456699071,1.8,45,1.01e+20
0xd7386246f3F39B2D0003b6bE57194c9Eb054890E,158,0.7870051858976266,1.2941176470588236,34,1.01e+20
0xd7886B8Cd569A23188adffD9b53b3E4E8D333648,121,0.5753831415997415,1.380952380952381,21,1.01e+20
0xd78b6bD09cd28A83cFb21aFa0DA95c685A6bb0B1,50,2.6639971672981186,2.891304347826087,46,0
0xd8F10AcCFEa5210BA5815B1732f3cdf24A2c823E,143,0.9833321660356336,1.8181818181818181,44,1.7446e+16
0xd982335C8aB600edA244977Eb9A6506e31adC7d9,94,1.1270853388535411,1.6521739130434783,23,1.01e+20
0xdA57fC370d6f446c6d24258a65f6853c0DD09298,5637,2.752985586574909,1.9957894736842106,475,0
0xdE5e6c431156c06b9043195C311A2D636aC04B0a,27,2.03149800073348,3.6666666666666665,21,6.133022894844e+16
0xdF2Ac38500160829d669758aACf839282c943049,85,1.0863035495026467,1.631578947368421,19,1.01e+20
0xdFea9EBc1Afd4Ee4229746E7FAEa6e64beC4c284,325,0,1,55,0
0xdb92B54d0D5dB55f4B9683904F19e77B70388b9E,197,1.7708197167232476,2.111111111111111,27,1.01e+20
0xdc63A64Da3e90009c60105D42d052C90050514a4,241,1.3258221488749729,1.9838709677419355,62,2.949547939745515e+20
0xdcc17F75C98D4A6B2A37DdcCfaC5D79707Bf5289,238,1.0989142171923179,1.7058823529411764,34,5.01e+20
0xe17bC21c01ebB78EEDBfd3830f432A8AAAA74185,89,2.3181805837416043,2.3157894736842106,19,1.01e+20
0xe1aD5Ff3cCD3A6FA142E2229003b8581abFc58b4,232,0.9073601650589486,1.6944444444444444,36,1.01e+20
0xe222465b15dD0cFDF69E52c08861C0fff6cdd344,24,1.6395397943447656,2.9130434782608696,23,0
0xe2637B0a80E598432203e65010Cb6D56b52747BA,105,0.8344345341220827,1.5909090909090908,22,1.01e+20
0xe35E479132cC53FC2aCeD0840b285145D95d8ADE,257,1.5493422349548835,4.0588235294117645,255,0
0xe4e67d87803b1E50c5514c21fa634534BBF41094,427,2.18785365166595,2.9473684210526314,19,1.01e+20
0xe50dc8143E2dC8C16F8d82255914Cb61243d3dE7,40,2.114762923408253,2.8333333333333335,30,1.01e+20
0xe5b9746dfCC2eF1054D47A451A77bb5f390c468d,28335,2.6199780211578005,1.642669251003738,14446,0
0xe6220C0Dbc7066Fb9264158E8DC53d528C5C7024,73,1.0677078252031311,1.6,20,1.0099999999999998e+20
0xe623Bb39C542e699d53d353d99e7B78443ccA067,198,1.1843413065661499,2.568527918781726,197,0
0xe803dD2fe7Ef1e05E65e90694c32562F7A6c8a06,47,0.7999999999999999,1.6,20,1.001e+21
0xe8B4057D099e34C11f4666Fd141Ba08dCAdC90f9,202,0.9112901991076274,1.411764705882353,34,1.01e+20
0xe91c0A58dc3b36De4CC2718B701A2e7d8a4b5D35,65,2.0948756896590917,2.9210526315789473,38,2.43975883662161e+21
0xe939C4f2bB6E89aBa7e1a860E8AbA2e0fd95185E,86,1.3314853305972125,1.736842105263158,19,1.01e+20
0xe94d6DE06f4674328f714864cde0b531939eecE1,102,1.2054009511326316,1.6666666666666667,39,1.01e+20
0xeC138310e40C3bb2a4c182EFab14abb501E8f005,170,1.3333333333333335,1.8333333333333333,72,1.01e+20
0xeC33525AcEBbdf4fac863ec54De1820c9764E566,258,0.8748897637790901,1.6111111111111112,72,5.01e+20
0xeD971dEC657CA392B0Be9D21d27625c30c337b36,106,1.6015920057582043,1.5263157894736843,19,1.01e+20
0xeb08D46a8D78a56C8c9DB7BFb5fCA330dd4Dd609,127,1.398411797560202,1.6666666666666667,30,1.0100000000000002e+20
0xecAaD8Df0DEE0b9ED45fFD1191B024701F21506C,471,1.2113858267710478,2.3846153846153846,39,0
0xedBdf9aBEdd0E40A3e51d23b2e2B7860509e885a,293,1.7376996288196642,1.98,50,1.01e+20
0xee9e22Df247a302a9a1894dCC2705D34905E9510,154,1.8551115231642898,1.8448275862068966,58,1.01e+20
0xf06DEDFc9Dc7B82975d19AD33041A9cE2D7f5555,215,1.9769380424455996,2.230769230769231,52,1.01e+20
0xf0CCBD49356643C970554CfCC2A6a6289453b506,253,2.38754198249845,2.7586206896551726,29,1.01e+20
0xf0E63A0726D6211aF88610bD1CcE98082B653E79,156,1.9716862974309288,1.8979591836734695,49,1.01e+20
0xf0EF65D4B8b27F2fdF14f198b20799D556f9a033,66,1.9162137145944864,2.375,32,5.1e+19
0xf26a34D763447F8Ac73725691dBe36457f5D454f,69,1.3964645998681122,2.0476190476190474,21,1.01e+20
0xf2FCbC78041c9B1fD3eA66563B125143b6C600F7,128,0.8518354199999199,1.5238095238095237,21,1.01e+20
0xf397aED0B2556D478F4F1DF519bC7AD75fD9d148,279,0.8624393618641034,1.2727272727272727,22,1.51e+20
0xf4522bd285f4666b9b752CFB6043f97Af8283B96,26,2.921369541841634,5.84,25,0
0xf91ba9A76a39f33d31570FEd6680155b239dE7e1,95,2.381904571504724,2.5714285714285716,21,5.099999999999999e+19
0xf9C310CB2Aa4BEf0828D8A8b804C393E5f5868Ce,87,2.554145931346811,5.848837209302325,86,0
0xfA589440B8113031e916A87c98A7B70dEcD9f360,601,1.5688363958842364,2.130434782608696,23,5.0484e+18
0xfBd15955a2aCb12fA594f923edc0eAA0d4b60B0e,60,0.7921489758877429,1.65,20,1.01e+20
0xfCa5e2117B2E16B6CFb4B102c6B33847FC18438F,203,2.0674497388078317,1.8518518518518519,27,1.01e+20
0xfE201341113Ed0B405Ca24e217d581D5954c2883,228,1.4035033571478828,1.7407407407407407,27,1.01e+20
0xfEB44b0fDD1b9F0F33Ab643a665768620aF4B5B5,132,1.152171862180291,1.65,20,1.01e+20
0xfaBE54A4F9d9cc20A91825F577F13F948D880bE3,35,1.6314489599385842,1.6521739130434783,23,8020
0xfde5746aC2cC929815b911330e3397a40ab822Da,358,2.791044706835696,2.5416666666666665,48,1.01e+20
0xff8CE70169561db0D5d0E82Dd9a24e1c13fC52C4,455,0.8997777503361594,1.48,25,1.01e+20
0xffEf77D47487E29F36151cdd02791E0d7193A3FF,144,1.5534552264213692,1.6363636363636365,22,1.01e+20
0xffa207143E9CD52C9b9c185616Fa9De0ed0AF865,210,2.730241960940354,2.4482758620689653,58,1.01e+20
